modelo,marca,valor,km,transmissao,combustivel,cor,ano,novidade,vendedor,href,info
KICKS,NISSAN,A Combinar,78193,,flex,Prata,2019,False,Edson Veículos - Aracaju,https://carango.com.br/veiculo/nissan-kicks-2019-1-6-16v-flex-sl-4p-xtronic-flex-110144,NISSAN KICKS  2019 1.6 16V FLEX SL 4P XTRONIC - Carango 110144
207,PEUGEOT,A Combinar,,manual,flex,Cinza,2011,False,VEÍCULOS MCZ,https://carango.com.br/veiculo/peugeot-207-2011-1-4-xr-8v-flex-4p-manual-flex-110140,PEUGEOT 207 2011 1.4 XR 8V FLEX 4P MANUAL - Carango 110140
HB20,HYUNDAI,A Combinar,,manual,flex,Prata,2022,False,Hyundai Cycosa,https://carango.com.br/veiculo/hyundai-hb20-2022-1-0-12v-flex-evolution-manual-flex-110126,HYUNDAI HB20 2022 1.0 12V FLEX EVOLUTION MANUAL - Carango 110126
HB20X,HYUNDAI,A Combinar,,automatico,flex,Verde,2021,False,Hyundai Cycosa,https://carango.com.br/veiculo/hyundai-hb20x-2021-1-6-16v-flex-diamond-automatico-flex-110124,HYUNDAI HB20X 2021 1.6 16V FLEX DIAMOND AUTOMÁTICO - Carango 110124
CAPTUR,RENAULT,A Combinar,,,flex,Prata,2022,False,Gama Veiculos -Seminovos,https://carango.com.br/veiculo/renault-captur-2022-1-3-tce-flex-intense-x-tronic-flex-110119,RENAULT CAPTUR 2022 1.3 TCE FLEX INTENSE X-TRONIC. - Carango 110119
A3,AUDI,95000.0,70000,,flex,Vermelho,2016,False,KODAUTOS SEMINOVOS,https://carango.com.br/veiculo/audi-a3-2016-1-4-tfsi-sedan-attraction-16v-flex-4p-tiptronic-flex-110117,AUDI A3 2016 1.4 TFSI SEDAN ATTRACTION 16V FLEX 4P TIPTRONIC - Carango 110117
AMAROK,VOLKSWAGEN,110000.0,175509,manual,diesel,Prata,2016,False,SELECT MOTORS,https://carango.com.br/veiculo/volkswagen-amarok-2016-2-0-se-cd-16v-tdi-4x4-diesel-4p-manual-diesel-110116,VOLKSWAGEN AMAROK 2016 2.0 SE CD 16V TDI 4X4  DIESEL 4P MANUAL - Carango 110116
SOUL,KIA,A Combinar,,manual,flex,Preto,2011,False,TOM AUTOS,https://carango.com.br/veiculo/kia-soul-2011-1-6-ex-16v-flex-4p-manual-flex-110115,KIA SOUL 2011 1.6 EX 16V FLEX 4P MANUAL - Carango 110115
SANDERO,RENAULT,55900.0,45327,manual,flex,Branco,2021,False,HORIZONTE VEÍCULOS,https://carango.com.br/veiculo/renault-sandero-2021-1-0-12v-sce-flex-life-manual-flex-110112,RENAULT SANDERO 2021 1.0 12V SCE FLEX LIFE MANUAL - Carango 110112
320i,BMW,70000.0,,automatico,flex,Branco,2011,False,LUCAR MULTIMARCAS,https://carango.com.br/veiculo/bmw-320i-2011-2-0-sedan-16v-turbo-gasolina-4p-automatico-flex-110105,BMW 320i 2011 2.0 SEDAN 16V TURBO GASOLINA 4P AUTOMÁTICO - Carango 110105
HB20X,HYUNDAI,89500.0,24000,automatico,flex,Cinza,2022,False,Lino Automóveis - Aracaju,https://carango.com.br/veiculo/hyundai-hb20x-2022-1-6-premium-flex-16v-automatico-flex-110098,HYUNDAI HB20X 2022 1.6 PREMIUM  FLEX 16V AUTOMÁTICO - Carango 110098
HILUX,TOYOTA,175000.0,68000,automatico,gasolina,Preto,2016,False,Taciano Vital,https://carango.com.br/veiculo/toyota-hilux-sw4-2016-4-0-srx-4x4-7-lugares-v6-24v-gasolina-4p-automatico-gasolina-110090,TOYOTA HILUX SW4 2016 4.0 SRX 4X4 7 LUGARES V6 24V GASOLINA 4P AUTOMATICO - Carango 110090
KWID,RENAULT,49800.0,46200,manual,flex,Branco,2020,False,Isaias Automóveis - Aracaju,https://carango.com.br/veiculo/renault-kwid-2020-1-0-12v-sce-flex-zen-manual-gasolina-e-alcool-110074,RENAULT KWID 2020 1.0 12V SCE FLEX ZEN MANUAL - Carango 110074
NEW,FORD,44000.0,89000000,manual,flex,Branco,2015,False,FÁBIO TELES VEÍCULOS,https://carango.com.br/veiculo/ford-new-fiesta-2015-1-5-se-hatch-4p-manual-flex-flex-110066,FORD NEW FIESTA 2015 1.5 SE HATCH 4P MANUAL FLEX - Carango 110066
SANDERO,RENAULT,39000.0,101170,manual,flex,2015,2015,False,FÁBIO TELES VEÍCULOS,https://carango.com.br/veiculo/renault-sandero-2015-1-0-expression-4p-flex-manual-110065,RENAULT SANDERO 2015 1.0  EXPRESSION 4P FLEX MANUAL. - Carango 110065
ARGO,FIAT,A Combinar,31000,manual,flex,Branco,2021,False,EXCLUSIVE MULTIMARCAS,https://carango.com.br/veiculo/fiat-argo-2021-1-0-firefly-flex-drive-manual-flex-110064,FIAT ARGO 2021 1.0 FIREFLY FLEX DRIVE MANUAL - Carango 110064
CLIO,RENAULT,26900.0,120000,manual,flex,Bege,2014,False,H1 VEÍCULOS,https://carango.com.br/veiculo/renault-clio-2014-1-0-16v-hi-flex-4p-manual-flex-110057,RENAULT CLIO 2014 1.0 16V HI-FLEX 4P MANUAL - Carango 110057
MARCH,NISSAN,33900.0,109200,manual,flex,Preto,2014,False,H1 VEÍCULOS,https://carango.com.br/veiculo/nissan-march-2014-1-6-s-16v-flex-4p-manual-flex-110056,NISSAN MARCH 2014 1.6 S 16V FLEX 4P MANUAL - Carango 110056
ONIX,CHEVROLET,47900.0,104462,manual,flex,Vermelho,2018,False,H1 VEÍCULOS,https://carango.com.br/veiculo/chevrolet-onix-2018-1-0-mpfi-joy-8v-flex-4p-manual-flex-110055,CHEVROLET ONIX 2018 1.0 MPFI JOY 8V FLEX 4P MANUAL - Carango 110055
PALIO,FIAT,37900.0,110000,manual,flex,Branco,2015,False,H1 VEÍCULOS,https://carango.com.br/veiculo/fiat-palio-2015-1-0-mpi-attractive-8v-flex-4p-manual-flex-110053,FIAT PALIO 2015 1.0 MPI ATTRACTIVE 8V FLEX 4P MANUAL - Carango 110053
Q3,AUDI,89900.0,81000,,gasolina,Preto,2015,False,H1 VEÍCULOS,https://carango.com.br/veiculo/audi-q3-2015-2-0-tfsi-ambiente-quattro-4p-gasolina-s-tronic-gasolina-110052,AUDI Q3 2015 2.0 TFSI AMBIENTE QUATTRO 4P GASOLINA S TRONIC - Carango 110052
COROLLA,TOYOTA,53900.0,131000,automatico,flex,Preto,2011,False,H1 VEÍCULOS,https://carango.com.br/veiculo/toyota-corolla-2011-2-0-dynamic-force-flex-16v-aut-flex-110051,TOYOTA COROLLA 2011  2.0 DYNAMIC FORCE FLEX 16V AUT. - Carango 110051
HILUX,TOYOTA,134900.0,217500,automatico,diesel,Prata,2012,False,H1 VEÍCULOS,https://carango.com.br/veiculo/toyota-hilux-2012-3-0-srv-4p-diesel-automatico-diesel-110050,TOYOTA HILUX 2012 3.0 SRV 4P DIESEL AUTOMÁTICO - Carango 110050
ECOSPORT,FORD,47900.0,111000,manual,flex,Preto,2014,False,H1 VEÍCULOS,https://carango.com.br/veiculo/ford-ecosport-2014-1-6-ecosport-se-manual-flex-110049,FORD ECOSPORT 2014 1.6 ECOSPORT SE MANUAL - Carango 110049
SPIN,CHEVROLET,42900.0,80381,automatico,flex,Branco,2013,False,H1 VEÍCULOS,https://carango.com.br/veiculo/chevrolet-spin-2013-1-8-lt-8v-flex-4p-automatico-flex-110048,CHEVROLET SPIN 2013 1.8 LT 8V FLEX 4P AUTOMÁTICO - Carango 110048
STRADA,FIAT,59900.0,73067,manual,flex,Branco,2018,False,H1 VEÍCULOS,https://carango.com.br/veiculo/fiat-strada-2018-1-3-freedom-flex-8v-cs-2p-manual-flex-110046,FIAT STRADA 2018  1.3 FREEDOM FLEX 8V CS 2P MANUAL - Carango 110046
HILUX,TOYOTA,235000.0,90000,automatico,diesel,Vermelho,2018,False,Isaias Automóveis - Aracaju,https://carango.com.br/veiculo/toyota-hilux-2018-2-8-srx-4x4-cd-16v-diesel-4p-automatico-diesel-110036,TOYOTA HILUX 2018 2.8 SRX 4X4 CD 16V DIESEL 4P AUTOMÁTICO - Carango 110036
D-10,CHEVROLET,25000.0,116000,,diesel,Azul,1984,False,Imperio Veiculo,https://carango.com.br/veiculo/chevrolet-d-10-pick-up-1984-custom-de-luxe-4-0-c-dup-diesel-110022,CHEVROLET D-10 PICK-UP 1984 CUSTOM DE LUXE 4.0(C.DUP) - Carango 110022
COROLLA,TOYOTA,42000.0,53630,automatico,flex,2009,2009,False,Imperio Veiculo,https://carango.com.br/veiculo/toyota-corolla-2009-1-6-xli-16v-gasolina-4p-automatico-flex-110021,TOYOTA COROLLA 2009 1.6 XLI 16V GASOLINA 4P AUTOMATICO - Carango 110021
F-1000,FORD,26000.0,222000,manual,diesel,Preto,1982,False,Imperio Veiculo,https://carango.com.br/veiculo/ford-f-1000-1982-diesel-2p-manual-diesel-110020,FORD F-1000 1982 DIESEL 2P MANUAL - Carango 110020
GOLF,VOLKSWAGEN,18300.0,87000,manual,gasolina,Prata,2003,False,Imperio Veiculo,https://carango.com.br/veiculo/volkswagen-golf-2003-1-6-mi-8v-gasolina-4p-manual-gasolina-110019,VOLKSWAGEN GOLF 2003 1.6 MI 8V GASOLINA 4P MANUAL - Carango 110019
VECTRA,CHEVROLET,A Combinar,,manual,flex,Prata,2007,False,Bem-te-vi  Veículos ,https://carango.com.br/veiculo/chevrolet-vectra-2007-2-0-mpfi-expression-8v-flex-4p-manual-110017,CHEVROLET VECTRA 2007 2.0 MPFI EXPRESSION 8V FLEX 4P MANUAL - Carango 110017
ONIX,CHEVROLET,A Combinar,,manual,flex,Prata,2018,False,Bem-te-vi  Veículos ,https://carango.com.br/veiculo/chevrolet-onix-2018-1-0-mpfi-joy-8v-flex-4p-manual-flex-110016,CHEVROLET ONIX 2018 1.0 MPFI JOY 8V FLEX 4P MANUAL - Carango 110016
GOL,VOLKSWAGEN,A Combinar,,manual,flex,Vermelho,2013,False,Bem-te-vi  Veículos ,https://carango.com.br/veiculo/volkswagen-gol-2013-1-0-mi-8v-flex-4p-manual-g-iv-flex-110015,VOLKSWAGEN GOL 2013 1.0 MI 8V FLEX 4P MANUAL G.IV - Carango 110015
TORO,FIAT,78000.0,39000,automatico,flex,Vermelho,2017,False,Imperio Veiculo,https://carango.com.br/veiculo/fiat-toro-2017-2-4-freedom-automatico-flex-flex-110014,FIAT TORO 2017  2.4 FREEDOM AUTOMATICO FLEX - Carango 110014
BANDEIRANTE,TOYOTA,42000.0,128000,manual,diesel,Branco,1998,False,Imperio Veiculo,https://carango.com.br/veiculo/toyota-bandeirante-1998-3-7-bj50lv-4x4-teto-rigido-diesel-2p-manual-diesel-110013,TOYOTA BANDEIRANTE 1998 3.7 BJ50LV 4X4 TETO RIGIDO DIESEL 2P MANUAL - Carango 110013
T4,TROLLER,98000.0,112000,,diesel,Vermelho,2010,False,Imperio Veiculo,https://carango.com.br/veiculo/troller-t4-2010-3-0-2p-diesel-diesel-110012,TROLLER T4 2010 3.0 2P DIESEL - Carango 110012
SILVERADO,CHEVROLET,52000.0,139500,,diesel,Prata,2001,False,Imperio Veiculo,https://carango.com.br/veiculo/chevrolet-silverado-d-20-2001-rodeio-c-sim-4-2-tb-ic-diesel-110007,CHEVROLET SILVERADO D-20 2001 RODEIO(C.SIM) 4.2 TB-IC - Carango 110007
GOL,VOLKSWAGEN,39000.0,73200,manual,flex,Branco,2015,False,Imperio Veiculo,https://carango.com.br/veiculo/volkswagen-gol-2015-1-6-mi-comfortline-8v-flex-4p-manual-110005,VOLKSWAGEN GOL 2015 1.6 MI COMFORTLINE 8V FLEX 4P MANUAL - Carango 110005
F-1000,FORD,38000.0,169000,manual,diesel,Azul,1997,False,Imperio Veiculo,https://carango.com.br/veiculo/ford-f-1000-1997-2-5-xl-4x2-cs-8v-turbo-diesel-2p-manual-diesel-110004,FORD F-1000 1997 2.5 XL 4X2 CS 8V TURBO DIESEL 2P MANUAL - Carango 110004
D20,CHEVROLET,45000.0,189000,manual,diesel,Vermelho,1989,False,Imperio Veiculo,https://carango.com.br/veiculo/chevrolet-d20-1989-4-0-custom-de-luxe-cd-8v-diesel-4p-manual-diesel-110003,CHEVROLET D20 1989 4.0 CUSTOM DE LUXE CD 8V DIESEL 4P MANUAL - Carango 110003
D-20,CHEVROLET,58000.0,138000,,diesel,Vermelho,1993,False,Imperio Veiculo,https://carango.com.br/veiculo/chevrolet-d-20-tropical-1993-c-dup-4-0-diesel-110002,CHEVROLET D-20 TROPICAL 1993 (C.DUP) 4.0 - Carango 110002
COROLLA,TOYOTA,98000.0,65000,automatico,flex,2018,2018,False,Diego de Souza Aguiar da Costa ,https://carango.com.br/veiculo/toyota-corolla-2018-2-0-xrs-16v-flex-4p-automatico-flex-109999,TOYOTA COROLLA 2018 2.0 XRS 16V FLEX 4P AUTOMATICO - Carango 109999
HR-V,HONDA,86900.0,,automatico,flex,Vinho,2017,False,MARVEL VEÍCULOS SEMINOVOS,https://carango.com.br/veiculo/honda-hr-v-2017-1-8-16v-flex-ex-4p-automatico-flex-109995,HONDA HR-V 2017 1.8 16V FLEX EX 4P AUTOMATICO - Carango 109995
DUSTER,RENAULT,A Combinar,,manual,flex,Branco,2015,False,FASA AUTOMÓVEIS,https://carango.com.br/veiculo/renault-duster-2015-1-6-dynamique-4x2-16v-flex-4p-manual-109992,RENAULT DUSTER 2015 1.6 DYNAMIQUE 4X2 16V FLEX 4P MANUAL - Carango 109992
HILUX,TOYOTA,A Combinar,,automatico,diesel,Branco,2014,False,Bem-te-vi  Veículos ,https://carango.com.br/veiculo/toyota-hilux-2014-3-0-srv-4x4-cd-7-lugares-16v-turbo-intercooler-diesel-4p-automatico-diesel-109985,TOYOTA HILUX 2014 3.0 SRV 4X4 CD 7 LUGARES 16V TURBO INTERCOOLER DIESEL 4P AUTOMATICO - Carango 109985
SPIN,CHEVROLET,A Combinar,,automatico,flex,Preto,2014,False,TOM AUTOS,https://carango.com.br/veiculo/chevrolet-spin-2014-1-8-lt-8v-flex-4p-automatico-flex-109979,CHEVROLET SPIN 2014 1.8 LT 8V FLEX 4P AUTOMÁTICO - Carango 109979
RENEGADE,JEEP,A Combinar,62619,automatico,flex,Verde,2016,False,Credi-Auto Veículos - Aracaju,https://carango.com.br/veiculo/jeep-renegade-2016-1-8-16v-flex-longitude-4p-automatico-flex-109974,JEEP RENEGADE 2016 1.8 16V FLEX LONGITUDE 4P AUTOMÁTICO - Carango 109974
KA,FORD,53990.0,,manual,flex,Branco,2020,False,Capela Revcar,https://carango.com.br/veiculo/ford-ka-2020-1-0-12v-flex-4p-manual-flex-109961,FORD KA 2020 1.0 12V FLEX 4P MANUAL - Carango 109961
ECOSPORT,FORD,A Combinar,,automatico,flex,Branco,2017,False,SÃO JOSÉ VEÍCULOS,https://carango.com.br/veiculo/ford-ecosport-2017-1-6-se-flex-4p-automatico-flex-109959,FORD ECOSPORT 2017 1.6 SE FLEX 4P AUTOMÁTICO - Carango 109959
JOY,CHEVROLET,55000.0,52460,manual,flex,Prata,2020,False,MURYLLO VEÍCULOS,https://carango.com.br/veiculo/chevrolet-joy-2020-1-0-spe4-flex-manual-flex-109957,CHEVROLET JOY 2020 1.0 SPE4 FLEX MANUAL - Carango 109957
NEW,FORD,45000.0,92093,,flex,Preto,2014,False,MURYLLO VEÍCULOS,https://carango.com.br/veiculo/ford-new-fiesta-hatch-2014-se-1-6-16v-flex-gasolina-alcool-e-gas-natural-109954,FORD NEW FIESTA HATCH 2014 SE 1.6 16V(FLEX) - Carango 109954
VOYAGE,VOLKSWAGEN,62000.0,53470,manual,flex,Prata,2021,False,MURYLLO VEÍCULOS,https://carango.com.br/veiculo/volkswagen-voyage-2021-1-6-msi-totalflex-4p-manual-flex-109953,VOLKSWAGEN VOYAGE 2021 1.6 MSI TOTALFLEX 4P MANUAL - Carango 109953
KWID,RENAULT,52000.0,74270,manual,flex,Laranja,2020,False,MURYLLO VEÍCULOS,https://carango.com.br/veiculo/renault-kwid-2020-1-0-12v-sce-flex-outsider-manual-flex-109947,RENAULT KWID 2020 1.0 12V SCE FLEX OUTSIDER MANUAL - Carango 109947
STRADA,FIAT,95000.0,19004,manual,flex,Branco,2022,False,Scuderia Veículos e Pick-ups,https://carango.com.br/veiculo/fiat-strada-2022-1-3-freedom-flex-8v-cs-2p-manual-flex-109937,FIAT STRADA 2022  1.3 FREEDOM FLEX 8V CS 2P MANUAL - Carango 109937
TRACKER,CHEVROLET,134990.0,32275,automatico,flex,Vermelho,2022,False,Boa Terra Veículos Maceió,https://carango.com.br/veiculo/chevrolet-tracker-2022-1-2-turbo-flex-premier-autom-tico-flex-109922,CHEVROLET TRACKER 2022 1.2 TURBO FLEX PREMIER AUTOM  TICO - Carango 109922
CIVIC,HONDA,125000.0,50000,automatico,flex,Branco,2020,False,Junior Veículos,https://carango.com.br/veiculo/honda-civic-2020-2-0-16v-flexone-ex-4p-cvt-flex-109920,HONDA CIVIC 2020 2.0 16V FLEXONE EX 4P CVT - Carango 109920
UNO,FIAT,55000.0,55740,,flex,Branco,2021,False,MURYLLO VEÍCULOS,https://carango.com.br/veiculo/fiat-uno-2021-1-0-attractive-8v-4p-flex-flex-109915,FIAT UNO 2021 1.0 ATTRACTIVE 8V 4P FLEX  - Carango 109915
UNO,FIAT,19800.0,,manual,flex,Cinza,2011,False,NETO'S VEÍCULOS,https://carango.com.br/veiculo/fiat-uno-2011-1-0-evo-vivace-8v-flex-2p-manual-flex-109908,FIAT UNO 2011 1.0 EVO VIVACE 8V FLEX 2P MANUAL - Carango 109908
KA,FORD,A Combinar,,manual,flex,2020,2020,False,SÃO JOSÉ VEÍCULOS,https://carango.com.br/veiculo/ford-ka-2020-1-0-12v-flex-4p-manual-flex-109901,FORD KA 2020 1.0 12V FLEX 4P MANUAL - Carango 109901
VOYAGE,VOLKSWAGEN,56990.0,53000,manual,flex,Prata,2022,False,SÃO JOSÉ VEÍCULOS,https://carango.com.br/veiculo/volkswagen-voyage-2022-1-6-msi-totalflex-4p-manual-flex-109900,VOLKSWAGEN VOYAGE 2022 1.6 MSI TOTALFLEX 4P MANUAL - Carango 109900
ONIX,CHEVROLET,A Combinar,,automatico,flex,Preto,2020,False,SÃO JOSÉ VEÍCULOS,https://carango.com.br/veiculo/chevrolet-onix-2020-1-0-turbo-flex-ltz-4p-automatico-flex-109898,CHEVROLET ONIX 2020 1.0 TURBO FLEX LTZ 4P AUTOMÁTICO - Carango 109898
HR-V,HONDA,A Combinar,,automatico,flex,Marrom,2017,False,SÃO JOSÉ VEÍCULOS,https://carango.com.br/veiculo/honda-hr-v-2017-1-8-16v-flex-ex-4p-automatico-flex-109897,HONDA HR-V 2017 1.8 16V FLEX EX 4P AUTOMATICO - Carango 109897
HB20S,HYUNDAI,A Combinar,,manual,flex,Prata,2018,False,SÃO JOSÉ VEÍCULOS,https://carango.com.br/veiculo/hyundai-hb20s-2018-1-0-5-anos-12v-flex-4p-manual-flex-109895,HYUNDAI HB20S 2018 1.0 5 ANOS 12V FLEX 4P MANUAL - Carango 109895
HILUX,TOYOTA,285000.0,48035,automatico,diesel,Branco,2019,False,Vip Automóveis - Aracaju,https://carango.com.br/veiculo/toyota-hilux-sw4-2019-2-8-srx-4x4-16v-turbo-intercooler-diesel-4p-autom-tico-diesel-109891,TOYOTA HILUX SW4 2019 2.8 SRX 4X4 16V TURBO INTERCOOLER DIESEL 4P AUTOM  TICO - Carango 109891
COMMANDER,JEEP,288000.0,1677,automatico,diesel,Preto,2022,False,Vip Automóveis - Aracaju,https://carango.com.br/veiculo/jeep-commander-2022-2-0-td380-turbo-diesel-overland-at9-diesel-109886,JEEP COMMANDER 2022 2.0 TD380 TURBO DIESEL OVERLAND AT9 - Carango 109886
RANGER,FORD,195000.0,33102,automatico,diesel,Preto,2021,False,Vip Automóveis - Aracaju,https://carango.com.br/veiculo/ford-ranger-2021-2-2-xls-4x4-cd-16v-diesel-4p-autom-tico-diesel-109884,FORD RANGER 2021 2.2 XLS 4X4 CD 16V DIESEL 4P AUTOM  TICO - Carango 109884
KA,FORD,52000.0,57000,manual,flex,Vermelho,2019,False,JLA Corretora,https://carango.com.br/veiculo/ford-ka-2019-1-0-se-hatch-4p-manual-flex-109882,FORD KA 2019 1.0 SE HATCH 4P MANUAL  - Carango 109882
SANDERO,RENAULT,62900.0,,manual,flex,Branco,2021,False,IMPACTO VEÍCULOS,https://carango.com.br/veiculo/renault-sandero-2021-1-6-16v-sce-flex-zen-manual-flex-109870,RENAULT SANDERO 2021 1.6 16V SCE FLEX ZEN MANUAL - Carango 109870
HR-V,HONDA,A Combinar,,automatico,flex,Marrom,2017,False,SÃO JOSÉ VEÍCULOS,https://carango.com.br/veiculo/honda-hr-v-2017-1-8-16v-flex-ex-4p-automatico-flex-109868,HONDA HR-V 2017 1.8 16V FLEX EX 4P AUTOMATICO - Carango 109868
SPIN,CHEVROLET,6999999.0,123000,automatico,flex,Branco,2018,False,Junior Veículos,https://carango.com.br/veiculo/chevrolet-spin-2018-1-8-ltz-automatico-flex-gnv-109863,CHEVROLET SPIN 2018  1.8 LTZ AUTOMÁTICO FLEX - Carango 109863
HB20,HYUNDAI,5799999.0,69000,manual,flex,Branco,2018,False,Junior Veículos,https://carango.com.br/veiculo/hyundai-hb20-2018-1-6-comfort-plus-16v-flex-4p-manual-gasolina-e-alcool-109862,HYUNDAI HB20 2018 1.6 COMFORT PLUS 16V FLEX 4P MANUAL - Carango 109862
320i,BMW,A Combinar,29000,automatico,gasolina,Branco,2021,False,Junior Veículos,https://carango.com.br/veiculo/bmw-320i-2021-2-0-16v-turbo-gasolina-sport-gp-autom-tico-gasolina-109861,BMW 320i 2021 2.0 16V TURBO GASOLINA SPORT GP AUTOM  TICO - Carango 109861
KWID,RENAULT,A Combinar,,manual,flex,Prata,2020,False,SÃO JOSÉ VEÍCULOS,https://carango.com.br/veiculo/renault-kwid-2020-1-0-12v-sce-flex-zen-manual-flex-109833,RENAULT KWID 2020 1.0 12V SCE FLEX ZEN MANUAL - Carango 109833
MONTANA,CHEVROLET,A Combinar,,manual,flex,Branco,2019,False,SÃO JOSÉ VEÍCULOS,https://carango.com.br/veiculo/chevrolet-montana-2019-1-4-mpfi-ls-cs-8v-flex-2p-manual-flex-109831,CHEVROLET MONTANA 2019 1.4 MPFI LS CS 8V FLEX 2P MANUAL - Carango 109831
STRADA,FIAT,A Combinar,,manual,flex,Prata,2021,False,SÃO JOSÉ VEÍCULOS,https://carango.com.br/veiculo/fiat-strada-2021-1-4-fire-flex-endurance-cs-manual-flex-109830,FIAT STRADA 2021 1.4 FIRE FLEX ENDURANCE CS MANUAL - Carango 109830
COBALT,CHEVROLET,A Combinar,,manual,flex,Cinza,2014,False,SÃO JOSÉ VEÍCULOS,https://carango.com.br/veiculo/chevrolet-cobalt-2014-1-8-mpfi-ltz-8v-flex-4p-manual-109829,CHEVROLET COBALT 2014 1.8 MPFI LTZ 8V FLEX 4P MANUAL - Carango 109829
ONIX,CHEVROLET,56500.0,70549,manual,flex,Prata,2018,False,Foco Veículos,https://carango.com.br/veiculo/chevrolet-onix-2018-1-0-mpfi-lt-8v-flex-4p-manual-flex-109827,CHEVROLET ONIX 2018 1.0 MPFI LT 8V FLEX 4P MANUAL - Carango 109827
GOL,VOLKSWAGEN,A Combinar,,manual,flex,Branco,2022,False,Hyundai Cycosa,https://carango.com.br/veiculo/volkswagen-gol-2022-1-0-12v-mpi-totalflex-4p-manual-flex-109819,VOLKSWAGEN GOL 2022 1.0 12V MPI TOTALFLEX 4P MANUAL - Carango 109819
WR-V,HONDA,A Combinar,,automatico,flex,Branco,2021,False,Hyundai Cycosa,https://carango.com.br/veiculo/honda-wr-v-2021-1-5-16v-flexone-ex-cvt-flex-109817,HONDA WR-V 2021 1.5 16V FLEXONE EX CVT - Carango 109817
HB20S,HYUNDAI,A Combinar,,automatico,flex,Prata,2021,False,Hyundai Cycosa,https://carango.com.br/veiculo/hyundai-hb20s-2021-1-6-16v-flex-vision-automatico-flex-109816,HYUNDAI HB20S 2021 1.6 16V FLEX VISION AUTOMÁTICO - Carango 109816
KA,FORD,A Combinar,,manual,flex,Prata,2020,False,Hyundai Cycosa,https://carango.com.br/veiculo/ford-ka-2020-1-0-12v-flex-4p-manual-flex-109814,FORD KA 2020 1.0 12V FLEX 4P MANUAL - Carango 109814
RENEGADE,JEEP,79990.0,,automatico,flex,Branco,2019,False,ALLAN Corretora,https://carango.com.br/veiculo/jeep-renegade-2019-1-8-16v-flex-sport-4p-automatico-flex-109790,JEEP RENEGADE 2019 1.8 16V FLEX SPORT 4P AUTOMATICO - Carango 109790
JETTA,VOLKSWAGEN,A Combinar,,,flex,Branco,2019,False,Tipo Veículos,https://carango.com.br/veiculo/volkswagen-jetta-2019-1-4-250-tsi-total-flex-r-line-tiptronic-109787,VOLKSWAGEN JETTA 2019 1.4 250 TSI TOTAL FLEX R-LINE TIPTRONIC - Carango 109787
TIGGO,CHERY,69990.0,80650,automatico,flex,Prata,2020,False,GUIMA VEICULOS - CHERY,https://carango.com.br/veiculo/chery-tiggo-2-2020-1-5-mpfi-16v-act-4p-flex-aut-flex-109776,CHERY TIGGO 2 2020 1.5 MPFI 16V  ACT  4P FLEX  AUT. - Carango 109776
HB20,HYUNDAI,A Combinar,,manual,flex,2018,2018,False,SERTANEJO VEÍCULOS,https://carango.com.br/veiculo/hyundai-hb20-2018-1-0-unique-12v-flex-4p-manual-flex-109760,HYUNDAI HB20 2018  1.0 UNIQUE 12V FLEX 4P MANUAL - Carango 109760
KA,FORD,55000.0,50000,manual,flex,Prata,2020,False,JLA Corretora,https://carango.com.br/veiculo/ford-ka-sedan-2020-1-0-se-4p-manual-flex-109753,FORD KA SEDAN 2020 1.0 SE 4P MANUAL - Carango 109753
CLASSIC,CHEVROLET,A Combinar,,manual,flex,Prata,2011,False,VEÍCULOS MCZ,https://carango.com.br/veiculo/chevrolet-classic-2011-1-0-mpfi-ls-8v-flex-4p-manual-flex-109745,CHEVROLET CLASSIC 2011 1.0 MPFI LS 8V FLEX 4P MANUAL - Carango 109745
CIVIC,HONDA,125000.0,50000,automatico,flex,Branco,2020,False,Junior Veículos,https://carango.com.br/veiculo/honda-civic-2020-2-0-16v-flexone-ex-4p-cvt-109743,HONDA CIVIC 2020 2.0 16V FLEXONE EX 4P CVT - Carango 109743
PUNTO,FIAT,A Combinar,,manual,flex,Branco,2016,False,VEÍCULOS MCZ,https://carango.com.br/veiculo/fiat-punto-2016-1-4-attractive-8v-flex-4p-manual-flex-109742,FIAT PUNTO 2016 1.4 ATTRACTIVE 8V FLEX 4P MANUAL - Carango 109742
TRACKER,CHEVROLET,A Combinar,79000,automatico,flex,Preto,2015,False,Auto Flex,https://carango.com.br/veiculo/chevrolet-tracker-2015-1-8-ltz-4p-flex-automatico-flex-109735,CHEVROLET TRACKER 2015 1.8 LTZ 4P FLEX AUTOMÁTICO - Carango 109735
207,PEUGEOT,A Combinar,,manual,flex,Branco,2014,False,GM Veículos,https://carango.com.br/veiculo/peugeot-207-2014-1-4-active-8v-flex-4p-manual-flex-109732,PEUGEOT 207 2014 1.4 ACTIVE 8V FLEX 4P MANUAL - Carango 109732
SENTRA,NISSAN,A Combinar,,manual,flex,Preto,2013,False,ATTACK MULTIMARCAS,https://carango.com.br/veiculo/nissan-sentra-2013-2-0-16v-flex-4p-manual-flex-109731,NISSAN SENTRA 2013 2.0 16V FLEX 4P MANUAL - Carango 109731
207,PEUGEOT,A Combinar,,manual,flex,Vinho,2010,False,ATTACK MULTIMARCAS,https://carango.com.br/veiculo/peugeot-207-2010-1-4-xr-8v-flex-4p-manual-flex-109730,PEUGEOT 207 2010 1.4 XR 8V FLEX 4P MANUAL - Carango 109730
