modelo,marca,valor,km,transmissao,combustivel,cor,ano,novidade,vendedor,href,info
ONIX,CHEVROLET,A Combinar,,manual,flex,Branco,2020,False,MENDONÇA VEÍCULOS,https://carango.com.br/veiculo/chevrolet-onix-2020-1-0-flex-lt-manual-flex-110489,CHEVROLET ONIX 2020 1.0 FLEX LT MANUAL - Carango 110489
SIENA,FIAT,A Combinar,,manual,flex,Branco,2014,False,Galeguinho Veículos - Maceió,https://carango.com.br/veiculo/fiat-siena-2014-1-6-mpi-essence-16v-flex-4p-manual-flex-110482,FIAT SIENA 2014 1.6 MPI ESSENCE 16V FLEX 4P MANUAL - Carango 110482
GOLF,VOLKSWAGEN,A Combinar,,manual,flex,Prata,2010,False,Galeguinho Veículos - Maceió,https://carango.com.br/veiculo/volkswagen-golf-2010-1-6-mi-sportline-8v-flex-4p-manual-110481,VOLKSWAGEN GOLF 2010 1.6 MI SPORTLINE 8V FLEX 4P MANUAL - Carango 110481
SANDERO,RENAULT,A Combinar,,manual,flex,Cinza,2016,False,Galeguinho Veículos - Maceió,https://carango.com.br/veiculo/renault-sandero-2016-1-6-dynamique-8v-flex-4p-manual-flex-110480,RENAULT SANDERO 2016 1.6 DYNAMIQUE 8V FLEX 4P MANUAL - Carango 110480
GOL,VOLKSWAGEN,60000.0,12000,manual,flex,Cinza,2021,False,GILVAN VEÍCULOS,https://carango.com.br/veiculo/volkswagen-gol-2021-1-6-msi-totalflex-4p-manual-flex-110473,VOLKSWAGEN GOL 2021 1.6 MSI TOTALFLEX 4P MANUAL - Carango 110473
GOL,VOLKSWAGEN,51000.0,71257,manual,flex,Branco,2019,False,GILVAN VEÍCULOS,https://carango.com.br/veiculo/volkswagen-gol-2019-1-6-8v-flex-4p-manual-g-vi-flex-110472,VOLKSWAGEN GOL 2019 1.6 8V FLEX 4P MANUAL G.VI - Carango 110472
AMAROK,VOLKSWAGEN,95000.0,230000,,diesel,Preto,2012,False,AJU CAR AUTOMÓVEIS,https://carango.com.br/veiculo/volkswagen-amarok-2012-2-0-cd-16v-tdi-4x4-diesel-4p-i-motion-diesel-110467,VOLKSWAGEN AMAROK 2012 2.0 CD 16V TDI 4x4 DIESEL 4P I MOTION - Carango 110467
CAPTUR,RENAULT,78000.0,,,flex,Branco,2018,False,ALLAN Corretora,https://carango.com.br/veiculo/renault-captur-2018-1-6-16v-sce-flex-zen-x-tronic-flex-110466,RENAULT CAPTUR 2018 1.6 16V SCE FLEX ZEN X-TRONIC - Carango 110466
COROLLA,TOYOTA,164990.0,21349,automatico,flex,Cinza,2022,False,Toyolex Seminovos - Aracaju,https://carango.com.br/veiculo/toyota-corolla-2022-1-8-vvt-i-hybrid-flex-altis-cvt-flex-110463,TOYOTA COROLLA 2022 1.8 VVT-I HYBRID FLEX ALTIS CVT - Carango 110463
POLO,VOLKSWAGEN,A Combinar,55798,automatico,flex,Branco,2019,False,Gama  Seminovos - Aracaju,https://carango.com.br/veiculo/volkswagen-polo-2019-1-0-200-tsi-comfortline-automatico-flex-110454,VOLKSWAGEN POLO 2019 1.0 200 TSI COMFORTLINE AUTOMATICO - Carango 110454
AGILE,CHEVROLET,25300.0,,manual,flex,Preto,2011,False,NETO'S VEÍCULOS,https://carango.com.br/veiculo/chevrolet-agile-2011-1-4-mpfi-ltz-8v-econo-flex-4p-manual-flex-110440,CHEVROLET AGILE 2011 1.4 MPFI LTZ 8V ECONO.FLEX 4P MANUAL - Carango 110440
WR-V,HONDA,A Combinar,,automatico,flex,Vermelho,2018,False,Taiyo Auto Import,https://carango.com.br/veiculo/honda-wr-v-2018-1-5-16v-flexone-ex-cvt-flex-110437,HONDA WR-V 2018 1.5 16V FLEXONE EX CVT  - Carango 110437
IX35,HYUNDAI,A Combinar,,automatico,flex,Branco,2016,False,Hyundai Cycosa,https://carango.com.br/veiculo/hyundai-ix35-2016-2-0-mpfi-16v-flex-4p-automatico-flex-110435,HYUNDAI IX35 2016 2.0 MPFI 16V FLEX 4P AUTOMÁTICO - Carango 110435
POLO,VOLKSWAGEN,A Combinar,,manual,flex,Prata,2010,False,IPANEMA VEÍCULOS,https://carango.com.br/veiculo/volkswagen-polo-2010-1-6-mi-8v-flex-4p-manual-flex-110428,VOLKSWAGEN POLO 2010 1.6 MI 8V FLEX 4P MANUAL - Carango 110428
GOLF,VOLKSWAGEN,A Combinar,,manual,gasolina,Azul,2001,False,Bem-te-vi  Veículos ,https://carango.com.br/veiculo/volkswagen-golf-2001-1-6-mi-8v-gasolina-4p-manual-gasolina-110427,VOLKSWAGEN GOLF 2001 1.6 MI 8V GASOLINA 4P MANUAL - Carango 110427
GOL,VOLKSWAGEN,A Combinar,,,flex,Branco,2017,False,Bem-te-vi  Veículos ,https://carango.com.br/veiculo/volkswagen-gol-2017-1-0-trendline-flex-8v-4p-flex-110426,VOLKSWAGEN GOL 2017 1.0 TRENDLINE FLEX 8V 4P - Carango 110426
CELTA,CHEVROLET,A Combinar,,manual,flex,Prata,2013,False,Bem-te-vi  Veículos ,https://carango.com.br/veiculo/chevrolet-celta-2013-1-0-mpfi-lt-8v-flex-4p-manual-flex-110424,CHEVROLET CELTA 2013 1.0 MPFI LT 8V FLEX 4P MANUAL - Carango 110424
HILUX,TOYOTA,199500.0,107500,automatico,diesel,Prata,2017,False,MATEUS LOPES DA SILVA,https://carango.com.br/veiculo/toyota-hilux-2017-2-8-srv-4x4-cd-16v-diesel-4p-automatico-diesel-110422,TOYOTA HILUX 2017 2.8 SRV 4X4 CD 16V DIESEL 4P AUTOMÁTICO - Carango 110422
COMPASS,JEEP,134870.0,40202,automatico,diesel,Branco,2018,False,FOFÃO MULTIMARCAS,https://carango.com.br/veiculo/jeep-compass-2018-2-0-16v-diesel-longitude-4x4-automatico-diesel-110406,JEEP COMPASS 2018 2.0 16V DIESEL LONGITUDE 4X4 AUTOMÁTICO - Carango 110406
ONIX,CHEVROLET,A Combinar,,manual,flex,Branco,2018,False,ALLAN Corretora,https://carango.com.br/veiculo/chevrolet-onix-2018-1-0-mpfi-joy-8v-flex-4p-manual-flex-110401,CHEVROLET ONIX 2018 1.0 MPFI JOY 8V FLEX 4P MANUAL - Carango 110401
FIESTA,FORD,31000.0,104000,manual,flex,Branco,2014,False,TOM AUTOS,https://carango.com.br/veiculo/ford-fiesta-2014-1-0-mpi-class-8v-flex-4p-manual-flex-110394,FORD FIESTA 2014 1.0 MPI CLASS 8V FLEX 4P MANUAL - Carango 110394
HILUX,TOYOTA,A Combinar,,manual,diesel,Prata,2012,False,Tipo Veículos,https://carango.com.br/veiculo/toyota-hilux-2012-3-0-srv-4x2-cd-16v-turbo-intercooler-diesel-4p-manual-110387,TOYOTA HILUX 2012  3.0 SRV 4X2 CD 16V TURBO INTERCOOLER DIESEL 4P MANUAL - Carango 110387
DUSTER,RENAULT,65000.0,57000,manual,flex,Branco,2017,False,CITY CAR MULTIMARCAS,https://carango.com.br/veiculo/renault-duster-2017-1-6-expression-4x2-16v-flex-4p-manual-flex-110381,RENAULT DUSTER 2017 1.6 EXPRESSION 4X2 16V FLEX 4P MANUAL - Carango 110381
SANDERO,RENAULT,39000.0,90000,automatico,flex,Preto,2014,False,CITY CAR MULTIMARCAS,https://carango.com.br/veiculo/renault-sandero-2014-1-6-stepway-16v-flex-4p-automatico-flex-110380,RENAULT SANDERO 2014 1.6 STEPWAY 16V FLEX 4P AUTOMATICO - Carango 110380
ONIX,CHEVROLET,49000.0,59000,manual,flex,Branco,2017,False,FASA AUTOMÓVEIS,https://carango.com.br/veiculo/chevrolet-onix-2017-1-0-mpfi-joy-8v-flex-4p-manual-flex-110379,CHEVROLET ONIX 2017 1.0 MPFI JOY 8V FLEX 4P MANUAL - Carango 110379
GOL,VOLKSWAGEN,32000.0,174000,manual,flex,Vermelho,2012,False,FASA AUTOMÓVEIS,https://carango.com.br/veiculo/volkswagen-gol-2012-1-0-black-flex-4p-manual-gasolina-110378,VOLKSWAGEN GOL 2012 1.0 BLACK FLEX 4P MANUAL - Carango 110378
HR-V,HONDA,78000.0,53000,manual,flex,Cinza,2016,False,MCAR MULTIMARCAS,https://carango.com.br/veiculo/honda-hr-v-2016-1-8-16v-flex-lx-4p-manual-flex-110377,HONDA HR-V 2016 1.8 16V FLEX LX 4P MANUAL - Carango 110377
JETTA,VOLKSWAGEN,58000.0,132000,automatico,flex,Branco,2013,False,LUCAR MULTIMARCAS,https://carango.com.br/veiculo/volkswagen-jetta-2013-2-0-comfortline-120cv-flex-4p-automatico-flex-110373,VOLKSWAGEN JETTA 2013 2.0 COMFORTLINE 120CV FLEX 4P AUTOMÁTICO - Carango 110373
S10,CHEVROLET,48000.0,170000,manual,flex,Prata,2007,False,LUCAR MULTIMARCAS,https://carango.com.br/veiculo/chevrolet-s10-2007-2-4-advantage-4x2-cd-8v-flex-4p-manual-flex-110371,CHEVROLET S10 2007 2.4 ADVANTAGE 4X2 CD 8V FLEX 4P MANUAL - Carango 110371
PALIO,FIAT,38000.0,92441,manual,flex,Vermelho,2013,False,LUCAR MULTIMARCAS,https://carango.com.br/veiculo/fiat-palio-2013-1-6-mpi-sporting-16v-flex-4p-manual-flex-110370,FIAT PALIO 2013 1.6 MPI SPORTING 16V FLEX 4P MANUAL - Carango 110370
UNO,FIAT,A Combinar,,manual,flex,2008,2008,False,VEÍCULOS MCZ,https://carango.com.br/veiculo/fiat-uno-2008-1-0-way-8v-flex-4p-manual-flex-110356,FIAT UNO 2008 1.0 WAY 8V FLEX 4P MANUAL - Carango 110356
CLASSIC,CHEVROLET,A Combinar,98000,manual,flex,2012,2012,False,VEÍCULOS MCZ,https://carango.com.br/veiculo/chevrolet-classic-2012-1-0-mpfi-ls-8v-flex-4p-manual-flex-110355,CHEVROLET CLASSIC 2012 1.0 MPFI LS 8V FLEX 4P MANUAL - Carango 110355
KA,FORD,A Combinar,,manual,flex,2011,2011,False,VEÍCULOS MCZ,https://carango.com.br/veiculo/ford-ka-2011-1-0-8v-flex-2p-manual-110354,FORD KA 2011 1.0 8V FLEX 2P MANUAL - Carango 110354
CITY,HONDA,62990.0,92000,automatico,flex,Cinza,2015,False,Podium Automóveis ,https://carango.com.br/veiculo/honda-city-2015-1-5-ex-16v-flex-4p-automatico-flex-110349,HONDA CITY 2015 1.5 EX 16V FLEX 4P AUTOMÁTICO - Carango 110349
CARAVAN,CHEVROLET,34990.0,32000,manual,gasolina,Amarelo,1977,False,Podium Automóveis ,https://carango.com.br/veiculo/chevrolet-caravan-1977-2-5-comodoro-8v-gasolina-2p-manual-gasolina-110346,CHEVROLET CARAVAN 1977 2.5 COMODORO 8V GASOLINA 2P MANUAL - Carango 110346
COMPASS,JEEP,A Combinar,,automatico,flex,Branco,2020,False,MENDONÇA VEÍCULOS,https://carango.com.br/veiculo/jeep-compass-2020-1-3-t270-turbo-flex-limited-at6-diesel-110344,JEEP COMPASS 2020 1.3 T270 TURBO FLEX LIMITED AT6 - Carango 110344
KA,FORD,A Combinar,,manual,flex,Vermelho,2019,False,Galeguinho Veículos - Maceió,https://carango.com.br/veiculo/ford-ka-2019-1-0-12v-flex-4p-manual-flex-110343,FORD KA 2019 1.0 12V FLEX 4P MANUAL - Carango 110343
PRISMA,CHEVROLET,A Combinar,,,flex,Preto,2016,False,Galeguinho Veículos - Maceió,https://carango.com.br/veiculo/chevrolet-prisma-2016-1-0-lt-4p-flex-flex-110342,CHEVROLET PRISMA 2016 1.0 LT 4P FLEX - Carango 110342
CITY,HONDA,A Combinar,,manual,flex,Cinza,2011,False,Galeguinho Veículos - Maceió,https://carango.com.br/veiculo/honda-city-2011-1-5-lx-16v-flex-4p-manual-flex-110340,HONDA CITY 2011 1.5 LX 16V FLEX 4P MANUAL - Carango 110340
KA,FORD,A Combinar,,manual,flex,Branco,2019,False,Galeguinho Veículos - Maceió,https://carango.com.br/veiculo/ford-ka-2019-1-0-12v-flex-4p-manual-flex-110337,FORD KA 2019 1.0 12V FLEX 4P MANUAL - Carango 110337
DOBLÔ,FIAT,A Combinar,,manual,flex,Branco,2013,False,VEÍCULOS MCZ,https://carango.com.br/veiculo/fiat-doblo-2013-1-8-mpi-adventure-16v-flex-4p-manual-flex-110332,FIAT DOBLÔ 2013 1.8 MPI ADVENTURE 16V FLEX 4P MANUAL - Carango 110332
ONIX,CHEVROLET,94000.0,20259,manual,flex,Vermelho,2023,False,Isaias Automóveis - Aracaju,https://carango.com.br/veiculo/chevrolet-onix-2023-1-0-turbo-flex-plus-ltz-manual-gasolina-e-alcool-110326,CHEVROLET ONIX 2023 1.0 TURBO FLEX PLUS LTZ MANUAL - Carango 110326
PRISMA,CHEVROLET,68800.0,108700,automatico,flex,Azul,2018,False,Isaias Automóveis - Aracaju,https://carango.com.br/veiculo/chevrolet-prisma-2018-1-4-mpfi-ltz-8v-flex-4p-automatico-gasolina-e-alcool-110325,CHEVROLET PRISMA 2018 1.4 MPFI LTZ 8V FLEX 4P AUTOMÁTICO - Carango 110325
Motors,Kia,A Combinar,41000,automatico,flex,cinza,2017,False,Grupo R1 Autos ,https://carango.com.br/veiculo/kia-motors-picanto-2017-picanto-ex-1-1-1-0-1-0-flex-aut--flex-110298,Kia Motors Picanto 2017 Picanto EX 1.1/1.0/ 1.0 Flex Aut. - Carango 110298
RENEGADE,JEEP,A Combinar,37172,automatico,flex,vermelho,2019,False,Grupo R1 Autos ,https://carango.com.br/veiculo/jeep-renegade-2019-renegade-longitude-1-8-4x2-flex-16v-aut--flex-110294,JEEP RENEGADE 2019 Renegade Longitude 1.8 4x2 Flex 16V Aut. - Carango 110294
AMAROK,VOLKSWAGEN,A Combinar,72300,automatico,diesel,branco,2019,False,Grupo R1 Autos ,https://carango.com.br/veiculo/volkswagen-amarok-2019-amarok-comfor--cd-2-0-tdi-4x4-dies--aut--diesel-110288,VOLKSWAGEN AMAROK 2019 AMAROK Comfor. CD 2.0 TDI 4x4 Dies. Aut. - Carango 110288
TIGGO,CHERY,A Combinar,26560,manual,flex,branco,2021,False,Grupo R1 Autos ,https://carango.com.br/veiculo/chery-tiggo-2021-tiggo-2-look-1-5-16v-flex-mec--5p-flex-110287,CHERY TIGGO 2021 Tiggo 2 Look 1.5 16V Flex Mec. 5p - Carango 110287
AMAROK,VOLKSWAGEN,A Combinar,43194,automatico,diesel,cinza,2020,False,Grupo R1 Autos ,https://carango.com.br/veiculo/volkswagen-amarok-2020-amarok-high-cd-2-0-16v-tdi-4x4-dies--aut-diesel-110286,VOLKSWAGEN AMAROK 2020 AMAROK High.CD 2.0 16V TDI 4x4 Dies. Aut - Carango 110286
CRETA,HYUNDAI,A Combinar,38461,automatico,flex,preto,2018,False,Grupo R1 Autos ,https://carango.com.br/veiculo/hyundai-creta-2018-creta-prestige-2-0-16v-flex-aut--flex-110285,HYUNDAI CRETA 2018 Creta Prestige 2.0 16V Flex Aut. - Carango 110285
COMPASS,JEEP,A Combinar,30400,automatico,diesel,vermelho,2020,False,BORA SEMINOVOS,https://carango.com.br/veiculo/jeep-compass-2020-compass-trailhawk-2-0-4x4-dies--16v-aut--diesel-110283,JEEP COMPASS 2020 COMPASS TRAILHAWK 2.0 4x4 Dies. 16V Aut. - Carango 110283
MONSTER,DUCATI,A Combinar,8000,,gasolina,vermelho,2012,False,BORA SEMINOVOS,https://carango.com.br/veiculo/ducati-monster-2012-monster-696cc-gasolina-110280,DUCATI MONSTER 2012 MONSTER 696cc - Carango 110280
PAJERO,MITSUBISHI,A Combinar,154600,automatico,diesel,branco,2016,False,BORA SEMINOVOS,https://carango.com.br/veiculo/mitsubishi-pajero-2016-pajero-hpe-full-3-2-4x4-t-i-dies--5p-aut-diesel-110279,MITSUBISHI PAJERO 2016 Pajero HPE Full 3.2 4x4 T.I.Dies. 5p Aut - Carango 110279
ECOSPORT,FORD,A Combinar,13500,manual,flex,prata,2019,False,BORA SEMINOVOS,https://carango.com.br/veiculo/ford-ecosport-2019-ecosport-se-1-5-12v-flex-5p-mec--flex-110274,FORD ECOSPORT 2019 EcoSport SE 1.5 12V Flex 5p Mec. - Carango 110274
RENEGADE,JEEP,A Combinar,80300,automatico,diesel,branco,2016,False,Scuderia Veículos e Pick-ups,https://carango.com.br/veiculo/jeep-renegade-2016-renegade-trailhawk-2-0-4x4-tb-diesel-aut-diesel-110272,JEEP RENEGADE 2016 Renegade Trailhawk 2.0 4x4 TB Diesel Aut - Carango 110272
ECOSPORT,FORD,A Combinar,84400,automatico,flex,branco,2016,False,Scuderia Veículos e Pick-ups,https://carango.com.br/veiculo/ford-ecosport-2016-ecosport-freestyle-1-6-16v-flex-5p-aut--flex-110270,FORD ECOSPORT 2016 EcoSport FREESTYLE 1.6 16V Flex 5p Aut. - Carango 110270
STRADA,FIAT,A Combinar,19000,,flex,branco,2022,False,Scuderia Veículos e Pick-ups,https://carango.com.br/veiculo/fiat-strada-2022-strada-freedom-1-3-flex-8v--cs-plus-flex-110266,FIAT STRADA 2022 Strada Freedom 1.3 Flex 8V  CS Plus - Carango 110266
FRONTIER,NISSAN,A Combinar,39433,automatico,diesel,preto,2021,False,Scuderia Veículos e Pick-ups,https://carango.com.br/veiculo/nissan-frontier-2021-frontier-attac-cd-4x4-2-3-bi-tb-die--aut-diesel-110262,NISSAN FRONTIER 2021 Frontier ATTAC.CD 4x4 2.3 Bi-TB Die. Aut - Carango 110262
AMAROK,VOLKSWAGEN,A Combinar,118300,,diesel,prata,2017,False,Scuderia Veículos e Pick-ups,https://carango.com.br/veiculo/volkswagen-amarok-2017-amarok-cd2-0-16v-s-cd2-0-16v-tdi-4x4-die-diesel-110258,VOLKSWAGEN AMAROK 2017 AMAROK CD2.0 16V/S CD2.0 16V TDI 4x4 Die - Carango 110258
PICANTO,KIA,A Combinar,,manual,flex,Preto,2010,False,GM Veículos,https://carango.com.br/veiculo/kia-picanto-2010-1-0-ex-12v-flex-4p-manual-flex-110254,KIA PICANTO 2010 1.0 EX 12V FLEX 4P MANUAL - Carango 110254
GRAND,FIAT,35000.0,,manual,flex,Preto,2013,False,NETO'S VEÍCULOS,https://carango.com.br/veiculo/fiat-grand-siena-2013-1-4-evo-atractive-flex-4p-manual-flex-110252,FIAT GRAND SIENA 2013 1.4 EVO ATRACTIVE FLEX 4P MANUAL - Carango 110252
HR-V,HONDA,A Combinar,,automatico,flex,Branco,2019,False,Tipo Veículos,https://carango.com.br/veiculo/honda-hr-v-2019-1-8-16v-flex-ex-4p-automatico-flex-110250,HONDA HR-V 2019 1.8 16V FLEX EX 4P AUTOMÁTICO - Carango 110250
COROLLA,TOYOTA,149990.0,27075,automatico,flex,Cinza,2022,False,Autoforte Veículos Ltda,https://carango.com.br/veiculo/toyota-corolla-2022-2-0-vvt-ie-flex-altis-direct-shift-gasolina-e-alcool-110247,TOYOTA COROLLA 2022 2.0 VVT-IE FLEX ALTIS DIRECT SHIFT - Carango 110247
GOLF,VOLKSWAGEN,78990.0,63015,,flex,Azul,2016,False,FABÃO VEÍCULOS,https://carango.com.br/veiculo/volkswagen-golf-2016-1-6-msi-comfortline-16v-total-flex-4p-tiptronic-flex-110243,VOLKSWAGEN GOLF 2016 1.6 MSI COMFORTLINE 16V TOTAL FLEX 4P TIPTRONIC - Carango 110243
A4,AUDI,254990.0,25984,,gasolina,Preto,2021,False,Gama  Seminovos - Aracaju,https://carango.com.br/veiculo/audi-a4-2021-2-0-tfsi-gasolina-prestige-plus-s-tronic-gasolina-110237,AUDI A4 2021 2.0 TFSI GASOLINA PRESTIGE PLUS S TRONIC - Carango 110237
HB20S,HYUNDAI,A Combinar,,automatico,flex,Prata,2019,False,Hyundai Cycosa,https://carango.com.br/veiculo/hyundai-hb20s-2019-1-6-comfort-style-16v-flex-4p-automatico-flex-110233,HYUNDAI HB20S 2019 1.6 COMFORT STYLE 16V FLEX 4P AUTOMÁTICO - Carango 110233
HB20,HYUNDAI,A Combinar,,manual,flex,Prata,2021,False,Hyundai Cycosa,https://carango.com.br/veiculo/hyundai-hb20-2021-1-0-12v-flex-evolution-manual-flex-110232,HYUNDAI HB20 2021 1.0 12V FLEX EVOLUTION MANUAL - Carango 110232
HB20,HYUNDAI,44500.0,,manual,flex,2014,2014,False,TOM AUTOS,https://carango.com.br/veiculo/hyundai-hb20-2014-1-6-comfort-16v-flex-4p-manual-flex-110224,HYUNDAI HB20 2014 1.6 COMFORT 16V FLEX 4P MANUAL - Carango 110224
KA,FORD,A Combinar,153000,manual,flex,2011,2011,False,VEÍCULOS MCZ,https://carango.com.br/veiculo/ford-ka-2011-1-0-8v-flex-2p-manual-110222,FORD KA 2011 1.0 8V FLEX 2P MANUAL - Carango 110222
IDEA,FIAT,43000.0,,automatico,flex,2014,2014,False,JLA Corretora,https://carango.com.br/veiculo/fiat-idea-2014-1-8-mpi-adventure-16v-flex-4p-automatizado-flex-110221,FIAT IDEA 2014 1.8 MPI ADVENTURE 16V FLEX 4P AUTOMATIZADO - Carango 110221
MUSTANG,FORD,A Combinar,,automatico,gasolina,Vermelho,2018,False,ATTACK MULTIMARCAS,https://carango.com.br/veiculo/ford-mustang-2018-5-0-gt-v8-gasolina-2p-automatico-gasolina-110220,FORD MUSTANG 2018 5.0 GT V8 GASOLINA 2P AUTOMÁTICO - Carango 110220
HILUX,TOYOTA,A Combinar,,automatico,flex,Prata,2017,False,ATTACK MULTIMARCAS,https://carango.com.br/veiculo/toyota-hilux-2017-2-7-sr-4x2-16v-flex-4p-automatico-flex-110219,TOYOTA HILUX 2017 2.7 SR 4X2 16V FLEX 4P AUTOMÁTICO - Carango 110219
STRADA,FIAT,A Combinar,82000,manual,flex,Vermelho,2016,False,ATTACK MULTIMARCAS,https://carango.com.br/veiculo/fiat-strada-2016-1-4-mpi-hard-working-cs-8v-flex-2p-manual-flex-110218,FIAT STRADA 2016 1.4 MPI HARD WORKING CS 8V FLEX 2P MANUAL - Carango 110218
TORO,FIAT,A Combinar,114000,automatico,diesel,Branco,2019,False,ATTACK MULTIMARCAS,https://carango.com.br/veiculo/fiat-toro-2019-2-0-16v-turbo-diesel-freedom-4wd-at9-diesel-110217,FIAT TORO 2019 2.0 16V TURBO DIESEL FREEDOM 4WD AT9 - Carango 110217
VOYAGE,VOLKSWAGEN,A Combinar,,manual,flex,Branco,2017,False,ATTACK MULTIMARCAS,https://carango.com.br/veiculo/volkswagen-voyage-2017-1-6-msi-trendline-flex-8v-4p-manual-flex-110216,VOLKSWAGEN VOYAGE 2017 1.6 MSI TRENDLINE FLEX 8V 4P MANUAL - Carango 110216
SPACEFOX,VOLKSWAGEN,A Combinar,,manual,flex,Branco,2012,False,ATTACK MULTIMARCAS,https://carango.com.br/veiculo/volkswagen-spacefox-2012-1-6-mi-trend-8v-flex-4p-manual-flex-110215,VOLKSWAGEN SPACEFOX 2012 1.6 MI TREND 8V FLEX 4P MANUAL - Carango 110215
COROLLA,TOYOTA,A Combinar,,automatico,flex,2020,2020,False,ATTACK MULTIMARCAS,https://carango.com.br/veiculo/toyota-corolla-2020-2-0-xei-16v-flex-4p-automatico-110214,TOYOTA COROLLA 2020 2.0 XEI 16V FLEX 4P AUTOMÁTICO - Carango 110214
HB20,HYUNDAI,A Combinar,35000,manual,flex,Prata,2021,False,ATTACK MULTIMARCAS,https://carango.com.br/veiculo/hyundai-hb20-2021-1-0-12v-flex-sense-manual-flex-110213,HYUNDAI HB20 2021 1.0 12V FLEX SENSE MANUAL - Carango 110213
KA,FORD,A Combinar,82000,manual,flex,Preto,2016,False,ATTACK MULTIMARCAS,https://carango.com.br/veiculo/ford-ka-2016-1-5-se-16v-flex-4p-manual-flex-110212,FORD KA 2016 1.5 SE 16V FLEX 4P MANUAL - Carango 110212
PUNTO,FIAT,49000.0,59000,manual,flex,Branco,2017,False,KODAUTOS SEMINOVOS,https://carango.com.br/veiculo/fiat-punto-2017-1-4-attractive-italia-8v-flex-4p-manual-flex-110196,FIAT PUNTO 2017 1.4 ATTRACTIVE ITALIA 8V FLEX 4P MANUAL - Carango 110196
HB20S,HYUNDAI,59800.0,72000,manual,flex,Branco,2019,False,CITY CAR MULTIMARCAS,https://carango.com.br/veiculo/hyundai-hb20s-2019-1-0-comfort-plus-12v-flex-4p-manual-flex-110194,HYUNDAI HB20S 2019 1.0 COMFORT PLUS 12V FLEX 4P MANUAL - Carango 110194
ONIX,CHEVROLET,53000.0,52000,manual,flex,Prata,2019,False,CITY CAR MULTIMARCAS,https://carango.com.br/veiculo/chevrolet-onix-2019-1-0-mpfi-joy-8v-flex-4p-manual-flex-110191,CHEVROLET ONIX 2019 1.0 MPFI JOY 8V FLEX 4P MANUAL - Carango 110191
TIIDA,NISSAN,35000.0,73000,manual,flex,Prata,2012,False,EXCLUSIVE MULTIMARCAS,https://carango.com.br/veiculo/nissan-tiida-2012-1-8-s-16v-flex-4p-manual-flex-110186,NISSAN TIIDA 2012 1.8 S 16V FLEX 4P MANUAL - Carango 110186
TIGGO,CHERY,A Combinar,116000,automatico,flex,Preto,2015,False,AJU CAR AUTOMÓVEIS,https://carango.com.br/veiculo/chery-tiggo-2015-2-0-16v-flex-4p-automatico-flex-110180,CHERY TIGGO 2015 2.0 16V FLEX 4P AUTOMÁTICO - Carango 110180
KA,FORD,57500.0,50000000,manual,flex,Branco,2020,False,MACEDO CAR,https://carango.com.br/veiculo/ford-ka-2020-1-5-ti-vct-flex-se-manual-flex-110179,FORD KA 2020 1.5 TI-VCT FLEX SE MANUAL - Carango 110179
ECOSPORT,FORD,A Combinar,,manual,flex,Cinza,2020,False,IPANEMA VEÍCULOS,https://carango.com.br/veiculo/ford-ecosport-2020-1-5-ti-vct-flex-se-manual-flex-110175,FORD ECOSPORT 2020 1.5 TI-VCT FLEX SE MANUAL - Carango 110175
VIRTUS,VOLKSWAGEN,A Combinar,,automatico,flex,Cinza,2020,False,IPANEMA VEÍCULOS,https://carango.com.br/veiculo/volkswagen-virtus-2020-1-0-tsi-highline-flex-4p-automatico-flex-110174,VOLKSWAGEN VIRTUS 2020 1.0 TSI HIGHLINE FLEX 4P AUTOMÁTICO - Carango 110174
VOYAGE,VOLKSWAGEN,46000.0,1,manual,flex,Prata,2015,False,MCAR MULTIMARCAS,https://carango.com.br/veiculo/volkswagen-voyage-2015-1-6-mi-city-8v-flex-4p-manual-flex-110163,VOLKSWAGEN VOYAGE 2015 1.6 MI CITY 8V FLEX 4P MANUAL - Carango 110163
2008,PEUGEOT,88900.0,24781,automatico,flex,Prata,2021,False,Gama Seminovos ,https://carango.com.br/veiculo/peugeot-2008-2021-1-6-16v-flex-allure-4p-automatico-flex-110160,PEUGEOT 2008 2021 1.6 16V FLEX ALLURE 4P AUTOMATICO - Carango 110160
COMPASS,JEEP,149990.0,,automatico,diesel,Preto,2019,False,VITRINE MOTORS,https://carango.com.br/veiculo/jeep-compass-2019-2-0-16v-diesel-longitude-4x4-automatico-diesel-110158,JEEP COMPASS 2019 2.0 16V DIESEL LONGITUDE 4X4 AUTOMÁTICO - Carango 110158
TIGGO,CHERY,73990.0,44972,automatico,flex,Azul,2019,False,GUIMA VEICULOS - CHERY,https://carango.com.br/veiculo/chery-tiggo-2-2019-1-5-mpfi-16v-look-4p-flex-aut-flex-110151,CHERY TIGGO 2 2019 1.5 MPFI 16V  LOOK 4P FLEX  AUT. - Carango 110151
COMPASS,JEEP,152000.0,,automatico,diesel,Branco,2019,False,SERTANEJO VEÍCULOS,https://carango.com.br/veiculo/jeep-compass-2019-2-0-16v-diesel-longitude-4x4-automatico-diesel-110147,JEEP COMPASS 2019 2.0 16V DIESEL LONGITUDE 4X4 AUTOMÁTICO - Carango 110147
